artist_name,gender,country
Riley Lee,Female,US
Sarah Jarosz,Female,US
ソンレイナス,,JP
Control T,,GB
Wild Cub,,CA
Laurence Cummings,Male,GB
方文琳,Female,TW
Us - Thrue - Unz Unz,,SE
洪敬婷 (Chin-Ting Hung),Male,
Benjo,Male,
陳磊,Male,CN
All For Love,,AR
幾米,,JP
DJ☆GO,,AU
Laura Jansen,Female,NL
鄭希怡 (Yumiko Cheng),Female,HK
Mdpc,,
Wye Oak,,US
Bounce Inc.,,
黃瑋霖,Female,TW
24K,,KR
Siou-Shen Lin and Tonic 5,,US
Little River Band,,AU
范曉萱+100%樂團 (Mavis Fan+100% yue tuan),Female,TW
黃安祖 (Andrew Huang),Male,CA
Hyehwadong Boy,Male,US
Mariza,Female,PT
Die Priester,,DE
Little May,Male,DE
Relaxing Piano Music Consort,,
邱比,Male,TW
Memory Tapes,Male,US
Chris Doran,Male,IE
Elvis Perkins In Dearland,,US
Malcolm Kirby Jr,Male,US
汪睿 (Rio),,
AOA 智珉 + EXO XIUMIN,Male,KR
Jax Jones,Male,US
She Said Disco,,FR
Mocki,,
獄無聲 (Silent Hell),,TW
Kaya May,Male,DE
愛上巧克力 原聲帶,,
In Flames,,SE
Soul Asylum,,US
Yean Ng Junyean,,JP
Pete Astor,Male,AR
Andie Case feat. Our Last Night,,US
Dmitri Saidi & No Hopes feat. Adriana Lucia,Female,CO
Sara Pi,Male,DE
เคลียร์ (KLEAR),,US
Sistar 孝琳 + JooYoung,Male,KR
Rie Tomosaka (ともさかりえ),Female,JP
Irene Conti,Male,US
Annyeongbada,,
DIA&PD BLUE,,GB
Jaymay,Female,US
D:Fuse,Male,US
生命聖詩,Male,JP
Cody ChesnuTT,Male,US
Pierre-Laurent Aimard,Male,FR
Riton featuring Kah-lo,Female,NG
Tae In,Not applicable,XW
羅嘉豪 (Hyper Lo),,HK
The King Blues,,GB
Swing Out Sister,,GB
JUCY,,
Trinix,,FR
Edward Sharpe & The Magnetic Zeros,,US
愛情魔戒電視原聲帶,Male,HU
威仔,,
聲音玩具 (Soundtoy),,CN
果實樂團 (FRUUiT),,TW
Figgy,,CA
fhana,,JP
Sugarbowl X J’kyun,Male,KR
Different Heaven feat. ReesaLunn,,
Natalie Taylor,Female,US
Artie Shaw,Male,US
Elena Paparizou,Female,GR
Ship Wrek| Zookeepers,,US
Above & Beyond feat. Zoe Johnston,,GB
Bill Conti,Male,US
張木易,Male,HK
Larry Graham Graham Central Station,,US
OLIVIA (オリビア),Male,JP
Why Don't We,,US
Esteban Carrasco featuring Perla Cruz,Female,BR
Timothy  Anderson,Female,US
高登,Male,JP
Hawk Nelson,Male,US
Xmas Hits Collective| Childrens Christmas Party| Christmas,,DE
Petty Joy,,GB
吉那罐子樂團,,TW
Erin Boheme,Female,US
Kita Alexander,Male,AT
葛蘭 (Grace Chang),Female,HK
山風點伙,Male,JP
lenno,Male,FI
Nick Howard,Male,DE
AIDA Music,,
Trisha Yearwood,Female,US
Laszlo,Male,IT
Bunji Garlin,Male,TT
Gerard Darmon,Male,FR
Christian Collins,Male,GB
Dreamon,,
J Nez,Female,TR
Giggs,Male,GB
Mark Ronson & The Business Intl,,GB
PHANTOM,,US
Hammock,,US
Future Sunsets| Pontea,Female,
Dillon Francis| Skrillex,Male,US
Teenage Mutants| Laura Welsh,Female,
Gary Numan,Male,GB
Bip,,CO
State of Shock,,CA
Jedward,,IE
Max Cooper,Male,US
Primitive Weapons,,US
Grief Hit,,
電視劇《摩西密碼》,,JP
Ok Ju Hyun 옥주현,Female,KR
Sam & Dave,,US
I'm Glad You Came,,US
Deejay Jankes| DJ Stefi,,
Haydn,Male,AT
A Tribute To Judas Priest,,GB
Madison Beer,Female,US
電視劇《杉杉來了》,Male,JP
Reyli Barba,Male,MX
Spoon,,US
陶然,Male,TW
趙仕瑾,Male,TW
Leon Bridges,Male,US
鄭雙雙 (Sherry Cheng),Female,HK
tofubeats,Male,JP
MOSHIMO,,JP
Christian Bautista,Male,PH
Vum,,US
伊雪莉 (Shirley Yee),Female,MC
阮經天,Male,TW
Dubloadz,Male,US
Leo Delibes,Male,FR
for King & Country,,US
te',Female,NZ
Jin Akanishi (赤西仁),Male,JP
slo,Female,GB
Simon Crawford-Phillips| Fredrik Ekdahl| Emmanuel Laville,Male,SE
J Rice,Male,US
Nicky Romero|Anouk,Female,NL
Chart Hitz,,
Irma Cafe,,GB
Second Moon,,US
Future Sunsets,Male,US
The Neon Crew,,BE
Irum Pan,Male,GR
Alex Goot feat. Kurt Schneider & Megan Nicole,Female,US
HA-ASH,,MX
まこみな,,JP
Jonn Hart,Male,US
Santogold,,
Junior Boys,,US
David Oh,Not applicable,XW
Budapest String Quartet,,US
京本百加,Male,HK
Arman Cekin,Male,NL
Eden xo,Female,US
Nashville Cast,,GB
Cosmo's Midnight feat. Wild Eyed Boy,Male,GB
Chanudom,,
TEMPURA KIDZ,,JP
Alex Goot feat. Luke Conard & Chad Sugg,,
DJ L Club,Male,DE
Тимати,Male,RU
Og Maco,Female,JP
Ameritz Digital Karaoke,,
Naturally 7,,US
Garmiani,Male,SE
Myleene Klass,Female,GB
Travis Mills,,US
Croosh,Male,US
Gerald Clayton,Male,NL
Deetah,Female,SE
LUKE STYLES,Male,US
Nami Tamaki (玉置成実),Female,JP
草莓救星 x 甜梅號,,TW
超級偶像 (Super Idol),,
Autumn,,GB
Shan Vincent De Paul,,
Francesco Spagnolo,Male,IT
Woody Allen & La Musique,,
黑龍,Male,JP
Shane Harper,Male,US
Keron Williams,Male,US
DJ Ricky V feat. Gabriel Velasquez,Female,PH
Kula Shaker,,GB
Young Jun (Brown Eyed Soul),,KR
The Marketts,,US
Dash Berlin feat. Emma Hewitt,Female,US
Eric B. & Rakim,,US
Toya,Female,US
エレン・イェーガー(CV:梶裕貴)、ジャン・キル シュタイン(CV:谷山紀章)、ミカサ・アッカーマン(CV:石川由依)from attackers,Male,
丁姵均,Female,CN
張真賀,Male,HK
Leona Lewis / Avicii,Male,SE
Funeral For A Friend,,GB
Zone,,JP
Tristeza,,US
夢想者聯盟 (Dream Catchers),,
Adam Saleh,Male,
Hiroyoshi Kato,Male,DK
The Jazz Christmas,Not applicable,XW
歐噴愛 (OpenEye),Female,JP
Rome,,LU
PENICILLIN,,JP
Counting Crows,,US
Тимур Родригез,Male,RU
Gru:vi,Male,RS
Air,,FR
Joshua Redman| Brad Mehldau,Male,US
AHMIR,,US
梭哈樂團 (Showhand),,TW
宋逸民,Male,CN
Family Holiday Favourites,Female,US
The Deer Tracks,,SE
沈志仲,Male,JP
Myon & Shane 54 with Kyler England,Female,US
Swedish House Mafia vs. Tinie Tempah,Male,GB
SKULL&HAHA,,
生日快樂電影原聲帶,Male,JP
Diana King,Male,US
Hit The Button Karaoke,,
Vanessa Paradis & M & Patrice Renson,,
李采霞,Male,HK
Young Squage,,
100 Best Adagios,Not applicable,XW
愛情護法,Male,HU
Bixel Boys| Poupon,Male,CA
陳麒安+杜忻恬,Male,HK
bezBand,,
Falco,Male,AT
FoZZtone (フォズトーン|フォズ),,JP
Hot Potato,,ES
World Cup,Male,AU
Eighteen Visions,,US
Kindervater,Male,DE
Tim Buckley,Male,US
Lucky Uke,,CA
Bubba Sparxxx Feat. Ying Yang Twins,,US
N2O,,
North of Nine,,US
Armando Rincon,,AU
Renee Olstead,Female,US
Fickle Friends,,GB
Monster High,,
Michael McDonald,Male,US
The Celtic Tenors,,IE
Singil Station Romance,,
Ministry of Sound Chilled House Session,Not applicable,
Birdy Hunt,,FR
艾瑋倫 (Allen),Female,GB
謝京穎與中華隊專屬啦啦隊,,
Kurt Vile,Male,US
Voices of Asia 2013 Asian A Cappella Compilation,,GB
二階堂和美,Female,JP
Mstislav Rostropovich/Berliner Philharmoniker/Herbert Von Karajan/Orchestre National De France/Leonard Bernstein,,DE
Lulaby,,
Black Atom,Male,DE
100 Jazz,Not applicable,XW
Teish O'Day,,
Project 86,,US
龍鼓喧天過新年,Male,JP
Itzhak Perlman| Royal Concertgebouw Orchestra / Bernard Haitink,Male,NL
Ai Shinozaki (篠崎愛),Female,JP
36.6,,
Felix Jaehn feat. Lost Frequencies & Linying,Male,BE
Yaya,Female,US
Mind Vortex,,
JK김동욱,Male,KR
Cornershop,,GB
Yuko Narisoko (成底ゆう子),Female,JP
孫曉哲,Female,CN
Paul Tortelier,Male,FR
Body Fitness| Fitness Chillout Lounge Workout| Workout Fitness,,US
80s Pop Stars,,
坡上村 (Poshangcun),Male,JP
Nopager,,
Gracenote,,PH
童可可+田躍君,,
Jane Child,Male,
魏嘉賢 (Tony),Male,US
本色–百代音樂人創作專輯,Female,JP
Piano Hymns,,US
Galactic,,US
Sun Sil Kim,Female,KP
Scent Of A Woman,,
葉復台,Female,HK
Hideki Togi (東儀秀樹),Male,JP
Helmut Eisel & JEM,,
阿涼+余佳倫,Male,JP
THETHE BAND,,US
The Supreme Action League,,US
The Classic,,
Cedarmont Baby,,
刺猬樂隊 (Hedgehog),,CN
Collabro,,GB
Matthew Jay,Male,US
Madrugada,,NO
胡杏兒&李思捷 (Myolie Wu ＆ Johnson Lee),Female,HK
盧煥剛 (Luke),Male,US
Minori Chihara (茅原実里),Female,JP
安東陽,Female,JP
Beshken,Male,
Dj Simran,,
Chet Atkins & Jerry Reed,Male,US
Young War,,US
Tory Lanez,Male,CA
Make Some Noise: The Amnesty International Campaign To Save Darfur,,KR
Chris Conway,Male,US
王頌恩,,
劉士華,Male,HK
Classical Praise,,TW
Manuccii featuring Chase Holfelder,Male,US
Джиган,Male,RU
Original Broadway Cast Recording,,
R3hab & Sander van Doorn,Male,NL
Will Young,Male,CA
陈几人,Male,HK
ASAP,,
Crew 7,,DE
Ghostface Killah,Male,US
Recondite,Male,DE
ซีล (Zeal),,NL
The Jesus And Mary Chain,,GB
Wrabel,Male,US
Matti Bye,Male,SE
Andre Navarra,Male,FR
Ben Klock,Male,DE
Black Sun Empire,,NL
Kate Kiss Girl's Dream,,US
The New World Orchestra With Merv Young,,
Swit Groove,,GB
Teddy Wilson,Male,US
Micaela Schäfer,Female,DE
The Kingbees,,JP
Jackie Wilson,Male,US
爵士の四季,,JP
Eros Ramazzotti,Male,IT
2Pac | Snoop Doggy Dogg,Male,US
Magnet,,US
SaxoFOUR,,
Killer Dance,,AU
Camp Lo,,US
Kristian Bush,,GB
Solo Piano,Not applicable,XW
Cho Huyn Jae,Male,
黃安源,Male,HK
Memoirs of A Geisha,,ID
David Correy| Lunatic,Male,US
Piccolo Coro Dell'Antoniano,,IT
Porcelain Black,,GB
Lisa Gerrard,Female,AU
Automobile advertising song best,,
Denise La Salle,,US
郭晉安 (Roger Kwok),Male,HK
Wedding Music Songs,,
101 Strings,,US
Elvira T,,GB
Himalia,Male,
Acoustic Collabo,,
鄧小巧 (Tang Siu Hau),Female,HK
Wonderful★opportunity!,,JP
張津滌,,
于三珊,Male,JP
Oruam Zior,,AR
Jang Keun Suk| A.N.Jell,,
李小璐 (Li Xiao-Lu),,CN
The Sign Posters,,
BAND-MAID,,US
Exam Study Soft Jazz Music| Exam Study Soft Jazz Music Collective,,
郭定國 (AGogo),Male,TZ
DJ Doc,Male,US
Fear Factory,,US
Big Boi Presents,Male,US
Taylor Hicks,Male,US
DVBBS & Joey Dale,Male,NL
Pet Music Academy,,
Peter Jackson,Male,US
The Bright Lights,Female,US
Tammy Wynette,Female,US
Vox Angeli,,FR
戴雪兒,Female,HK
堪布貝瑪千貝仁波切&烏金喇嘛,,JP
My Bloody Valentine,,IE
Bonnie Tyler,Female,GB
Wayne Wonder,Male,US
Count Bass D & J. Rawls are True Ohio Playas,,
寺井尚子,Female,JP
Pitbull featuring Christina Aguilera,Female,US
Samantha Fox,Female,GB
Power Music Workout,,
Nick Cave & Warren Ellis,Male,AU
BOB DYLAN & THE BAND,Male,US
Fire from the Gods,,US
Spindrift,,US
Collin Brooks,Male,US
D'african,,
Justin Oh feat. f(Amber+Luna),,US
Emma Stevens,Male,GB
Galya,Female,KZ
Coldrain,,JP
Adley Stump,Female,US
John Holloway/Davitt Moroney/Stephen Stubbs/Erin Headley/Andrew Lawrence-King,Male,GB
illa,Male,US
Spice,,GB
Kristina Maria,Female,BR
周小真,Male,TW
Faze Action,,GB
No Vacation,,US
Playing for Change,,XW
Zion I & The Grouch,Male,US
You Me At Six,,GB
Wolfgang Gartner,Male,US
Robert Johnson,Male,US
อ๊อฟ ปองศักดิ์ (Aof Pongsak),Male,TH
Playday,,
Phonebooth,,KR
Mudvayne,,US
Ziggy Marley & The Melody Makers,,US
自由派對 (Free party),,
BBde Girl,,KR
Son Tung,,
The Supreme Team,,KR
談莉娜/楊洋/易易紫/于朦朧/謝彬彬/高泰宇,Male,
Camilla North,Male,US
心華,Male,HK
曹西平,Male,JP
Forests,,SG
James Vincent McMorrow,Male,IE
Petter,Male,SE
The Black Underground,,US
Pilot,,GB
Louie Ramirez,,IT
Herbert,Male,US
Dizzy Gillespie,Male,US
東京佼成ウインドオーケストラ,,JP
Spa Music Club,,
The Theme Song,,
Faith Evans,Female,US
Macy Kate,Female,GB
廣告原曲淘寶王,Female,HK
Color Me Badd,,US
György Sebök|János Starker,Male,US
國度音樂傳愛團契,,CN
S.P.Y,Male,GB
Dogg Master| Djë,Male,
生日快樂歌,Male,JP
Ashley Monroe,Female,US
Brooke Fraser,Female,NZ
Spragga Benz,Male,JM
蘇永康+許志安 (William So+Andy Hui),Male,HK
josh pan,Male,GR
Nicholis Louw,Male,ZA
Bodyrockers,,XW
Clinton Sparks feat. Pitbull,Male,US
Dusky,,GB
Mega Tracks Karaoke,,
Carol Sloane,Female,US
Michael Logozar,Male,US
Faylan,,
Chucho Valdes,Male,CU
Howie Day,Female,US
Scott & Brendo,,US
姜麗文 (Lesley Chiang),Female,HK
I'm The Base Hitter,,US
Arthur Lyman,Male,US
Sun EKG,,US
陳慶池+雅惠,Male,JP
Maths Time Joy,Male,GB
Ornella Vanoni,Female,IT
Willie Nelson & Wynton Marsalis,Male,US
IT'S YOUR PARTY…Party Collection,,GB
Top 40 Hip-Hop Hits,,DK
Maria Taylor,Female,US
Johnny Tillotson,Male,US
Extreme,,US
Gene Harris & Jack McDuff,Male,US
Joshua Bell| Marija Stroke,Female,
Masaru Yokoyama (横山克),Male,JP
The Monkees,,US
Before After,,GB
張繼聰&陳凱琳 (Louis Cheung & Grace Chan),Male,HK
Roger Shah presents Sunlounger featuring Chase,Male,DE
Mick Jenkins,Male,US
The Reason 4,,
Diana(다이아나),Female,US
騷人電影原聲帶,Male,JP
Love songs in Café,Not applicable,XW
Hit 3,Not applicable,XW
Leah McFall,Female,GB
Rex.D,Male,KR
Cecile Ousset,Female,FR
Huun-Huur-Tu,,RU
古琴演奏,Male,JP
Laura Branigan,Female,US
Eddy Arnold,Male,AT
BIG舞曲特大號,,JP
Fleurie,Female,US
Truls Mork/Mariss Jansons/Oslo Philharmonic Orchestra,Male,LV
Kollektiv Barner 16,,US
Nick Jonas The Administration,,US
Abbey Blue,,GB
Wrestling Heroes,,
于湉 (Tan),Male,CN
龍嘯,Male,JP
Avengers Assemble-OST,,
Robert Forster,Male,AU
Zebra Katz,Male,US
Canon II,,JP
Gamelan Orchestra of the Yogyakarta Royal Palace,,ID
JAXX DA FISHWORKS,Male,JP
馬浚偉 ＆ 吳卓羲 (Steven Ma & Ron Ng),Male,HK
Terrence Howard,Male,DE
Shelly Manne & His Men,,
Chuckie & Jetlag Live,,
The Gaslamp Killer,Male,US
Steel Panther,,US
Janina,Female,DE
Alisa Weilerstein,Female,US
The Veils,,GB
Nipo809,Male,
Jim Reeves,Male,US
Nir Felder,Male,US
Mustbeat,,HU
Ingolf Wunder| Warsaw Philharmonic Orchestra| Jacek Kaspszyk,Male,PL
NGHTMRE,Male,US
DJ Hanmin| Crispi Crunch| DJ DKHT| Bagagee Viphex13| MicroKing,,
陳慧敏 (Vivian Chan),Female,MO
Alesana,,US
WHOwho,,
Caskey,Male,US
Cannonball Adderley Quintet,,US
Polarity,,DE
คาราบาว (Carabao),,
Camilo Sesto,Male,ES
Jazz Spastiks,,GB
100 Best Vivaldi,Male,IT
達明一派 (Tat Ming Pair),,HK
Zakk Wylde,Male,US
IKO THE RAINMAN,,
Steve Aoki| Chris Lake| & Tujamo,Male,GB
K.DECK,,
波光折返 (WAVE LIGHT),,GB
Baxter Dury,Male,GB
Forever Young,Male,CA
The Look Of Love,,
Relient K,,US
Cibo Matto,,US
AFLOW HEAD (AFLOW HEAD),,
Baynk,Male,NZ
Rappin' 4-Tay,Male,US
Javier,Male,MX
Phantogram,,US
陳予新 (Cindy Chen),Female,
Semisonic,,US
Art & Achitecture,,
Isaac Gracie,Male,GB
Juicy J feat. The Weeknd,Male,CA
Dark Horse,,US
爵士輕鬆聽,Male,JP
The Vines,,AU
The Shapeshifters,,GB
Stacey Kent & Jim Tomlinson,Male,GB
ดา เอ็นโดรฟิน,,TH
Jonnie Rice,Male,US
PRXZM,,US
Class Actress,Male,GB
SoulstaR,Male,
Tony Bennett & k.d. lang,Female,CA
小馬崎達也,Male,JP
Orquesta De Tangos Argentina| Argentine Tango Orchestra| Tango Project,,
Dhafer Youssef,Male,TN
Candyman,Male,US
The Downtown Fiction,,US
華夏流行排行榜精選輯,Male,JP
JYRA,,
Matthew Morrison,Male,GB
Ami Suzuki (鈴木亜美),Female,JP
Northern Portrait,,DK
PREP,,GB
Steelheart,,US
林可昕,,
Beijing - Travel.Lounge.Art.Music,Not applicable,XW
Romantica,,US
The Lighthouse All-Stars,,US
AFI,,US
The Temptations,,US
The Gene Harris Quartet,,
H.Y.R (Hina| Yuria| Ruri) (CV: M･A･O| Hiromi Igarashi| Yurika Endo),Female,JP
SCOTTY pres. YAMBOO feat Dr. ALBAN,Male,SE
The Long Lost Band,,GB
杨钰莹,Female,CN
Gesaffelstein,Male,FR
Raf,Male,AT
Dori Caymmi,Male,BR
Don Italiano,,IT
忠於自己,,JP
Tokyo Machine,Not applicable,XW
Lee Konitz,Male,US
Mishima,,ES
김중기,,
Russian National Orchestra/Mikhail Pletnev,Male,RU
Blood Diamonds,,CA
True 60s Love,,US
Jazz Cartier,Male,CA
Will Brennan,Male,
DJ Project & Giulia,,
Lorena,Female,ES
Birdman,Male,US
Rome: Music From the HBO Series,Male,
Barbara Schlick/Catherine Patriasz/Charles Brett/Howard Crook/Peter Kooy/Chorus Of Collegium Vocale| Ghent/Orchestra Of Collegium Vocale| Ghent/Philippe Herreweghe,,BE
Alban Gerhardt/Rina Dokshinsky,Female,
Miguel Migs,Male,US
Bass Modulators,,NL
鍾潔希,Female,SG
SIN*SKI,Male,AT
Ebenny,,
S.U.N. PROJECT,,JP
Explosions in the Sky & David Wingo,Male,US
The Oh Hellos,,US
Endellion String Quartet,,GB
IA,Female,JP
American Country Hits,,GB
Old Sea Brigade,Male,
Various Artists (Coolsville!),,
N.Y&Bicycle,,
先知瑪莉 (Mary See the Future),,TW
Jung Key,Male,KR
Caffeine,,GB
Somi,Female,US
Sunshine Superstars,,
Hawaii 5.0,Other,
Zoot Sims,Male,US
Roach Motel,,GB
Andras Schiff| Bernard Haitink And Staatskapelle Dresden,,DE
姚莉,Female,CN
Young Hyeenaz,Male,CA
布布高聲賀新春,Male,JP
好樂團 (Good Band),,TW
Cheerleader,,US
Damn Yankees,,US
Nikki Phillippi,,
Chris Schweizer,Male,AR
Steve Vai,Male,US
TV & MOVIE SOUNDTRAX,,
摩天人 (Ferris Person),Male,US
Raquel Sofía,Female,PR
邱永傳,,CN
Clarika,Female,FR
Chris Young,Male,CA
The Fast and the Furious,,IT
Tyler Glenn,Male,US
羅孝勇 (Sheldon Lo),Male,HK
Blue Cafe,,GB
東方快車合唱團,,TW
加々美亜矢,Female,JP
許晉豪,Male,JP
BJ The Chicago Kid,Male,US
Frank Foster,Male,US
夢然,Female,CN
Chris Brown featuring Drake| Kanye West & André 3000,Male,US
SEMIFUSA,,
HARUHI,Female,JP
方炯嘉,Male,MY
Gloria Estefan|B.B. King|José Molina|Orchestra Sinfonica Italiana|Guatemala Choir|Lionel Richie|Leone Magiera|Luciano Pavarotti|Ars Canto G. Verdi|Boyzone,Male,IT
游喧 (iD),Male,XW
大哲,Male,JP
Klaypex,,US
Pinchas Zukerman/Daniel Barenboim/Jacqueline du Pre,Female,GB
伊索,Male,JP
Mike Mago,Male,NL
Party Rocker,Male,
Basement,,GB
蔡豫+黃慧音,Female,MY
โลว์แฟต,,
Shoffy,Male,US
泰武國小古謠傳唱,,TW
pacificUV,,US
Dimitri Vegas & Like Mike vs. Sander van Doorn,Male,NL
Charlie Simpson,Male,GB
Kid Runner,,
The Bar-Kays,,US
Ally McBeal (Television Soundtrack),,US
Son Lux,,US
Ladyhawke,Female,NZ
A Cut Above,,GB
DJ Jazzy Jeff ＆ Fresh Prince,,US
KIM Nayoung|SHIN Jonguk & Tricky 김나영| 신종욱| 트리키,Female,KR
Noel Coward,Male,GB
Selfish Marionette,,SE
Stay Radical,,JP
Piano Squall,Male,US
都市零件派對 (CityPartSy),,
Hallalujah-Live,,US
Coffee Lounge Collection | Meditation Music Zone | Cafe Piano Music Collection | Good Morning Jazz Academy,,BE
Sky Blu,Male,US
Ghost,,SE
Edward Maya & Vika Jigulina,Male,RO
김한라,,
Ross Lynch(Austin Moon),Non-binary,US
Ronderlin,,SE
The Workday Release,,
OM：10 - A Decade Of Future Music,,JP
游兆棋,Female,CN
Swingfly,Male,SE
傑凱 (JKAI),Male,TW
ライオンハート,,
Tone Damli,Female,NO
TOKYO CRITTERS (TOKYO CRITTERS),,
Original Soundtrack Recording Mark Twain - A Film Directed By Ken Burns,Male,US
Sam Cooke,Male,US
許含光 (Lumi),Male,TW
Moon Hooch,,US
Breathe,,GB
Joel Adams,Male,GB
Alex Goot & Sam Tsui,Male,US
Amason,,SE
De-Lovely Music From The Motion Picture,,
Gift My Project,Male,
Johnny Paycheck,Male,US
Robert Miles,Male,US
Mnozil Brass,,AT
William Michael Morgan,Male,DE
Trip Lee,Female,US
Hareem,Female,PK
Flavel & Neto,,FR
好豐盛,,
Montell Jordan,Male,US
蘇兒真,Female,HK
Vilém Veverka| Barbara Maria Willi| Dominik Wollenweber,Male,DE
Clams Casino,Male,US
NaShow,,
葉秉桓,Female,HK
Brian Lynch Latin Jazz Sextet,,
Ａ応Ｐ,,JP
romi,,DE
Distrion| Electro-Light| Ke'nekt,Female,US
Sasha Lopez,Female,US
The Mick Lloyd Connection,Male,US
Cotton Jones,Male,US
이승윤,Male,KR
Buku,Male,US
Yurim Ahn,,US
Joyce Moreno,Female,BR
貓咪SPA音樂,Female,JP
I'm Wild,Female,GB
關智斌 (Kenny Kwan),Male,HK
六號出口電影原聲帶,Male,JP
忘憂古典香,Male,JP
A.M.7.,,AU
Half time Old (Half time Old),,JP
Young Thug| Travis Scott,Male,US
江映蓉 (Vivi Jiang),Female,
Kream,,NO
陳冠霖,Male,HK
Point 22,,NO
StylipS,,JP
David Pomeranz,Male,US
原子霏,Female,JP
Haydn Edition,Male,AT
楊克強,Male,TW
BOX (BOX),,IT
裘芝,Male,CN
Purfles,,
にゃ～たん(CV:村川梨衣)、モ～たん(CV:松井恵理子)、ピヨたん(CV:佐々木未来),Male,
Eric Reed,Male,US
文化流轉原音不絕 第五屆原BAND大賞,,JP
胡恩瑞,Female,HK
Four Tops,,US
Cakes Da Killa,Male,US
Sleepless In Brazil,,
Fujifabric (フジファブリック),,JP
CTS,,JP
Billy Gilman,Male,US
Stuttgart Brass Quartett,,DE
Audioslave,,US
K-Maxx,Female,GB
Sensacion,,
DON,Male,US
Colby O'Donis,Male,US
MC9B＆LIMITBREAK,,US
RANK 1,,NL
Plastic Bertrand,Male,BE
Just A Gent,Male,AU
Hedegaard,Male,DK
Alex Goot feat. Sam Tsui,Male,US
Dario Marianelli,Male,IT
Philharmonia Orchestra,,GB
吳卓羲 ＆胡杏兒 (Ron Ng & Myolie Wu),Female,HK
Gisle Krogseth,,
2AM Club,,US
Steve Cole,Male,US
Refugees for Refugees,,BE
King's Ransom: Music Inspired By The Motion Picture,,PL
Kebee,Male,KR
Fred Everything,,GB
似水年華-黃磊 文學音樂劇本,,JP
和菓子之戀2 ～最愛日韓影視主題曲之歌,,
Herbert Von Karajan/Berliner Philharmoniker,,DE
Epitone Project,Male,KR
Mikill Pane,Male,GB
Neovaii,Male,US
Jenn Grant,Female,CA
宋茜,,JP
唐從聖 (Action Tang),Male,TW
Lesley Gore,Female,US
I'S9 (I'S9),,JP
Richard Hawley,Male,GB
鐘潔feat藍褶,,US
Cannonball Adderley And The Bossa Rio Sextet,,BR
Daloa,,
SODA,,AR
Asiahn,Female,US
Kanye West| Gucci Mane| Big Sean| 2 Chainz| Travis Scott| Yo Gotti| Quavo| Desiigner,Male,US
Borgore,Male,IL
周杰倫 X 楊瑞代 (Jay Chou + Gary Yang),Male,TW
Joe Goddard,Male,GB
Heize,Female,KR
The Chain Gang of 1974,Male,US
MAX| Sam Tsui & Kurt Schneider,Male,US
4X,,KR
Quintino x Cheat Codes,,US
EVER-NEW,,GB
Jono McCleery,Male,GB
Felix Mendelssohn,Male,DE
Freddie Hubbard,Male,US
Seeking the ocean,,DE
Action Bronson,Male,US
Mastodon,,US
生祥樂隊,,TW
Ameritz Countdown Tributes,,CA
Julia Thornton,Female,US
Taya,Female,GB
MAGIC OF LiFE,,US
British Sea Power,,GB
Puddle Of Mudd,,US
Commodores,,US
開心少女組,,HK
Taisei Iwasaki & SCHADARAPARR (岩崎太整・スチャダラパー),Male,JP
陳依然,Male,HK
Sean Bradford,,GB
KKBOX好聽 e週報,,US
Sirsa Shekim,,
A,,NO
CÉCILE McLORIN SALVANT,Female,FR
Son Sua,,ES
Stefanie Heinzmann,Female,CH
The Dø,,FR
José Feliciano,Male,US
Acupuncture for Min,,
Rejjie Snow,Male,IE
Kavinsky,Male,FR
The Real Booty Babes,,DE
HVOB,,AT
NEEDS,,DE
Yozoh & Eric You,Male,GB
Luciana Souza,Female,BR
Tom Waits,Male,US
Eddy Kim| Subin (Dal shabet),,KR
Windycat,,
Sound Remedy,Male,
Maná,,MX
University of Michigan Symphony Band,,US
Shining Disco,Not applicable,XW
花木蘭電影原聲帶,Male,JP
Dre P.,Female,US
Sleep Music For Babies,Male,IT
鄭世豪 (Cheng Sai Ho),Female,HK
KeeBomb| Joe Rhee| Basterd,Male,KR
Huwie Ishizaki,Male,JP
MONOBRIGHT (モノブライト),,JP
小百合周月綺,Female,JP
This Is Popstarz,,US
Kei (러블리즈),,KR
The Three Sounds,,US
Deep Sleep,,US
トミ藤山,Male,JP
Dj Cut Killer,Male,FR
WhoMadeWho,,DK
李煒 (Well Lee),Male,CN
大男人真女人 (Love Songs About Man and Woman),,
戀戀古典心,Male,JP
Chairlift,,US
Music from the Motion Picture The Curious Case of Benjamin Button,Male,
Beak Ji Woong,,
Kisum & Im Seul ong,Male,KR
Barry White,Male,US
易烊千璽 (Jackson Yee),Male,CN
單藝,Female,CN
Nicholas McDonald,Male,US
Tribeca,,SE
Disfunktion| Husman,Male,
Kongos,,US
Kurt Schneider feat. Jake Bruene,Male,US
OOPARTZ,,
702,,US
路勇,Female,JP
Here's My Number So Call Me Maybe,,
Jay Arner,Male,CA
Gold Belle,,GB
Fleur East,Female,GB
TRXD,,DK
XL組合,Male,NL
蘇有朋,Male,TW
日京江羽人,,JP
Mutual Benefit,Male,US
楊炅翰 & 嚴藝丹 (Johan & Ivyan),Female,CN
Call Me Maybe,,JP
Baby Rockstar,,
W.C.D.A.,,
Ornette Coleman,Male,US
DJ Antoine feat. Akon,Male,SN
Felix Slatkin,Male,US
Metro Boomin,Male,US
Lou Cornago,,
Bop Alloy,,US
Richard Ashcroft,Male,GB
